customer_id,first_name,last_name,email,membership_date,gender,salary,,job_title,City,Membership_cost,Price_bracket
c436,Leontyne,Adger,ladgerc3@nationalgeographic.com,16/11/2019,F,"£70,456.17",,Environmental Specialist,Sydney,3.99,Basic
c437,Laney,Aldous,laldousc4@com.com,06/03/2017,M,"£20,633.11",,Pharmacist,Edinburgh,9.99,Premium
c438,Jodie,Freyn,jfreync5@washington.edu,13/04/2022,F,"£73,573.64",,Social Worker,Toronto,7.99,Standard
c439,Deanne,MacPike,dmacpikec6@intel.com,20/11/2014,F,"£50,895.55",,Nurse,Edinburgh,3.99,Basic
c440,Wyndham,Pickover,wpickoverc7@businessweek.com,28/02/2020,M,"£65,562.52",,Environmental Tech,Amsterdam,3.99,Basic
c441,Eddie,McPherson,emcphersonc8@weather.com,15/07/2012,M,"£22,247.45",,GIS Technical Architect,Montreal,7.99,Standard
c442,Josiah,Banaszkiewicz,,01/11/2014,M,"£28,963.26",,,Toronto,7.99,Standard
c443,Ellette,Mitchely,emitchelyca@com.com,02/09/2019,F,"£70,066.70",,Marketing Assistant,Edinburgh,9.99,Premium
c444,Siana,Coveny,scovenycb@myspace.com,16/11/2016,F,"£33,288.04",,Technical Writer,Toronto,7.99,Standard
c445,Jarrett,Dugald,jdugaldcc@yale.edu,31/01/2016,M,"£50,989.69",,Sales Representative,New York,9.99,Premium
c446,Nikolas,Franiak,nfraniakcd@businesswire.com,03/08/2011,M,"£23,855.53",,Product Engineer,Geneva,9.99,Premium
c447,Amabel,Dyball,adyballce@netscape.com,22/03/2014,F,"£36,259.93",,Product Engineer,London,7.99,Standard
c448,Anatole,Matuskiewicz,amatuskiewiczcf@exblog.jp,09/11/2011,M,"£51,921.49",,Recruiter,Delhi,3.99,Basic
c449,Reggy,Jindacek,rjindacekcg@example.com,17/09/2018,M,"£38,264.14",,Administrative Officer,Chicago,3.99,Basic
c450,Christiano,Opdenort,copdenortch@nymag.com,17/01/2016,M,"£28,943.04",,Occupational Therapist,London,3.99,Basic
c451,Antonino,Benet,abenetci@free.fr,19/05/2021,M,"£63,601.67",,General Manager,Geneva,7.99,Standard
c452,Gherardo,Dunkinson,gdunkinsoncj@nba.com,05/12/2019,M,"£50,390.35",,Junior Executive,Los Angeles,9.99,Premium
c453,Alberta,Cowing,,06/10/2014,F,"£51,151.77",,,Rome,3.99,Basic
c454,Glenna,Laughtisse,glaughtissecl@berkeley.edu,12/04/2013,F,"£33,016.56",,Director of Sales,Berlin,3.99,Basic
c455,Antonio,Burrass,,17/09/2018,M,"£30,913.50",,,Chicago,3.99,Basic
c456,Coreen,Lamperd,clamperdcn@blinklist.com,28/10/2015,F,"£40,154.61",,Professor,Madrid,3.99,Basic
c457,Hammad,Calway,hcalwayco@imdb.com,27/06/2016,M,"£68,503.98",,Senior Editor,Sydney,9.99,Premium
c458,Lorant,Ceschi,,08/08/2019,M,"£47,295.44",,,Los Angeles,9.99,Premium
c459,Renaldo,Halsey,rhalseycq@dion.ne.jp,31/07/2013,M,"£69,741.80",,Community Outreach Specialist,Geneva,9.99,Premium
c460,Timmie,Skinner,tskinnercr@wsj.com,08/02/2017,M,"£60,599.96",,Speech Pathologist,Paris,9.99,Premium
c461,Virgie,Ughini,,29/08/2017,F,"£68,331.27",,,New York,7.99,Standard
c462,Vanessa,Chisnell,vchisnellct@multiply.com,15/01/2020,F,"£34,965.66",,Junior Executive,Madrid,7.99,Standard
c463,Celestina,Bettenson,cbettensoncu@scribd.com,28/10/2017,F,"£27,955.49",,VP Sales,Tokyo,9.99,Premium
c464,Netty,Crumpton,ncrumptoncv@craigslist.org,29/11/2016,F,"£48,629.90",,Safety Technician II,Rome,7.99,Standard
c465,Dotti,Kilmurray,dkilmurraycw@answers.com,01/04/2013,F,"£45,466.63",,Software Engineer III,Montreal,7.99,Standard
c466,Christiana,Lumbers,clumberscx@earthlink.net,18/06/2011,F,"£57,259.44",,Account Representative II,Chicago,7.99,Standard
c467,Anna,Paulus,apauluscy@wix.com,03/03/2012,F,"£21,793.14",,VP Product Management,New York,9.99,Premium
c468,Leonardo,Magog,lmagogcz@admin.ch,19/02/2021,M,"£22,528.05",,Operator,Edinburgh,9.99,Premium
c469,Micheil,Bowler,mbowlerd0@ovh.net,05/12/2016,M,"£38,176.51",,Actuary,Amsterdam,9.99,Premium
c470,Gustavus,Fendley,gfendleyd1@dropbox.com,02/06/2021,M,"£21,350.49",,Account Representative II,Delhi,9.99,Premium
c471,Benyamin,Ruppert,bruppertd2@nsw.gov.au,19/02/2022,M,"£32,494.69",,Geological Engineer,Montreal,7.99,Standard
c472,Johanna,O'Noulane,jonoulaned3@blog.com,12/10/2012,F,"£54,053.33",,Data Coordiator,Copenhagen,9.99,Premium
c473,Enid,Lowrey,elowreyd4@de.vu,16/06/2017,F,"£37,219.59",,Administrative Assistant IV,New York,9.99,Premium
c474,Calley,Bordis,cbordisd5@cbsnews.com,06/11/2015,F,"£47,645.21",,General Manager,Amsterdam,9.99,Premium
c475,Marji,Kovalski,mkovalskid6@cisco.com,23/02/2014,F,"£71,482.44",,Dental Hygienist,Melbourne,3.99,Basic
c476,Hogan,Murrill,hmurrilld7@phoca.cz,23/02/2011,M,"£57,859.82",,Registered Nurse,New York,3.99,Basic
c477,Eudora,Petegree,epetegreed8@fastcompany.com,16/07/2019,F,"£32,539.62",,Dental Hygienist,Lisbon,3.99,Basic
c478,Rhody,Croysdale,rcroysdaled9@wired.com,29/11/2015,F,"£39,184.85",,Analyst Programmer,Rome,9.99,Premium
c479,Elfreda,Kenright,ekenrightda@ameblo.jp,25/03/2022,F,"£53,028.31",,General Manager,Edinburgh,9.99,Premium
c480,Quincy,O' Culligan,,16/04/2022,M,"£52,076.80",,,Hamburg,3.99,Basic
c481,Odell,Sall,osalldc@walmart.com,11/06/2019,M,"£47,617.35",,Chemical Engineer,Copenhagen,7.99,Standard
c482,Catharina,Rishman,crishmandd@cnbc.com,08/06/2018,F,"£66,394.28",,Nurse,New York,7.99,Standard
c483,Jaye,Bambrugh,jbambrughde@sina.com.cn,05/12/2017,M,"£60,711.52",,Physical Therapy Assistant,Berlin,9.99,Premium
c484,Penny,Crease,pcreasedf@hhs.gov,01/01/2019,M,"£71,193.68",,Junior Executive,Edinburgh,9.99,Premium
c485,Opalina,Rubinovitsch,orubinovitschdg@bizjournals.com,07/09/2018,F,"£45,061.66",,Programmer Analyst III,Rome,3.99,Basic
c486,Harper,Poundford,hpoundforddh@blog.com,20/10/2016,M,"£67,946.91",,Administrative Officer,Copenhagen,3.99,Basic
c487,Filbert,Giacometti,fgiacomettidi@vimeo.com,21/02/2014,M,"£66,704.89",,Account Representative I,Lisbon,7.99,Standard
c488,Diahann,Clery,dclerydj@earthlink.net,19/12/2018,F,"£21,386.24",,Research Associate,Montreal,9.99,Premium
c489,Winn,Rushby,wrushbydk@census.gov,05/07/2020,M,"£42,302.91",,Design Engineer,Copenhagen,9.99,Premium
c490,Jarret,Romain,jromaindl@nasa.gov,25/08/2014,M,"£72,755.39",,Environmental Specialist,Madrid,3.99,Basic
c491,Katalin,Baddeley,kbaddeleydm@comsenz.com,27/08/2017,F,"£73,794.98",,VP Accounting,Copenhagen,9.99,Premium
c492,Nigel,Olenchikov,,22/03/2012,M,"£44,148.68",,,Tokyo,7.99,Standard
c493,Bambi,Castagnaro,bcastagnarodo@icq.com,08/11/2018,F,"£30,372.64",,Chemical Engineer,Delhi,9.99,Premium
c494,Jolie,Warsop,jwarsopdp@hibu.com,18/11/2019,F,"£48,540.39",,Data Coordiator,Melbourne,7.99,Standard
c495,Deonne,Asmus,dasmusdq@ucla.edu,31/01/2021,F,"£69,215.09",,VP Accounting,Copenhagen,3.99,Basic
c496,Dodi,Klaas,dklaasdr@exblog.jp,22/09/2021,F,"£23,193.36",,Structural Engineer,Geneva,9.99,Premium
c497,Andee,Handman,ahandmands@hao123.com,21/07/2021,F,"£74,474.69",,Staff Scientist,Tokyo,3.99,Basic
c498,Kelley,Booley,kbooleydt@si.edu,25/01/2016,M,"£69,856.21",,Budget/Accounting Analyst I,Amsterdam,9.99,Premium
c499,Shaine,Maddaford,,06/11/2019,F,"£73,996.39",,,New York,3.99,Basic
c500,Meredithe,Drinan,mdrinandv@so-net.ne.jp,06/10/2017,F,"£71,157.23",,Dental Hygienist,Rome,7.99,Standard
